the	os
nominated	nomeado
nominated	nomeada
bill	bill
parts	peças
parts	partes
vocals	vocal
vocals	vocais
theory	teorias
theory	teoria
regional	regionais
regional	regional
account	conta
vote	votação
vote	voto
vote	vote
vote	votem
vote	votar
computer	computador
none	nenhum
none	nenhuma
carolina	carolina
tournament	torneio
tournament	torneios
poland	polônia
poland	polónia
behind	atrás
wales	gales
winning	vencendo
winning	ganhando
winning	ganhar
lot	lot
lot	lote
hospital	hospital
hospital	hospitalares
hospital	hospitalar
mid	meados
mid	mid
taking	levando
taking	tomando
mountain	montanha
higher	superior
cases	casos
cases	processos
angeles	angeles
editing	editando
editing	edição
replaced	substituído
replaced	substituídos
replaced	substituída
replaced	substituiu
food	alimentação
food	alimentos
food	alimento
food	comida
multiple	múltiplas
multiple	múltiplos
multiple	múltipla
multiple	múltiplo
likely	provavelmente
likely	provável
terms	termos
sir	senhor
thing	coisa
square	quadrada
square	praça
square	square
square	quadrado
square	quadrados
try	tenta
try	tente
try	tentar
try	experimente
try	experimenta
topic	tópicos
topic	tópico
woman	mulher
officer	oficial
officer	agente
officer	policial
categories	categorias
greek	grega
greek	grécia
greek	gregos
greek	grego
recent	recentes
recent	recente
sent	enviada
sent	enviadas
sent	enviados
sent	enviou
sent	enviado
copyright	copyright
speed	rapidez
speed	velocidade
speed	speed
templates	modelos
money	dinheiro
money	money
money	grana
saw	viu
senior	seniores
senior	senior
senior	finalista
senior	sênior
senior	sénior
selected	seleccionado
selected	selecionadas
selected	selecionado
selected	selecionada
selected	selecionados
introduced	introduzida
introduced	introduziu
introduced	introduzidas
introduced	introduzidos
introduced	introduzido
politician	político
politician	politico
true	true
true	verdadeiro
true	verdade
true	verdadeira
required	obrigatório
required	necessária
required	necessário
required	exigido
required	requerido
regular	regulares
regular	regular
awarded	premiado
awarded	concedido
commercial	comerciais
commercial	comercial
cities	cidades
contains	contém
degree	licenciatura
degree	grau
degree	graus
anti	anti
birth	parto
birth	nascimento
sun	sun
sun	sol
finished	terminei
finished	terminou
finished	acabado
finished	concluído
finished	terminado
finished	terminada
rugby	rugby
rugby	râguebi
earth	earth
earth	terra
access	acessar
access	acessos
access	acesso
prior	prior
seasons	estações
seasons	temporadas
seasons	seasons
journal	jornal
journal	diário
journal	journal
beginning	começando
beginning	iniciando
beginning	início
beginning	começo
software	software
famous	famosa
famous	famosas
famous	famosos
famous	famoso
religious	religiosos
religious	religiosa
religious	religioso
religious	religiosas
appear	aparecer
appear	aparecem
martin	martín
martin	martins
martin	martinho
martin	martin
god	deus
bit	bit
bit	bits
hours	horário
hours	horas
running	executando
running	running
running	correndo
brought	trouxeram
brought	trouxe
brought	trazido
missing	ausente
missing	faltam
missing	falta
missing	faltando
economic	econômico
economic	econômica
structure	estrutura
rural	rural
rural	rurais
remained	permaneceram
remained	permaneceu
decision	decisão
certain	certas
hit	atingido
hit	bate
hit	hit
hit	bater
hit	bateu
minutes	acta
minutes	minutos
minutes	actas
spain	espanha
plays	joga
plays	jogadas
whole	inteiras
whole	inteiros
whole	inteiro
joseph	joseph
joseph	josé
lord	senhor
web	web
web	teia
decided	decidida
decided	decididas
decided	decidi
decided	decidiu
decided	decidido
operations	operações
function	função
function	funções
louis	luiz
louis	luis
louis	luís
louis	louis
assembly	montagem
assembly	assembleia
assembly	assembléia
queen	queen
queen	rainha
security	seguranças
security	segurança
uses	utilizações
uses	usos
uses	usa
ohio	ohio
owned	propriedade
jan	jan
operation	funcionamento
operation	operação
call	chamada
call	ligar
call	ligue
call	chama
successful	sucesso
legal	jurídica
legal	jurídico
legal	legal
legal	legais
russia	russia
russia	rússia
prince	principe
prince	prince
prince	príncipe
mean	média
jewish	judaica
jewish	judeus
jewish	judia
jewish	judeu
jewish	judaico
staff	pessoal
establishments	estabelecimentos
goal	gol
goal	objetivo
goal	golo
goal	baliza
goal	meta
agree	concordar
agree	concorda
agree	concordam
agree	concordo
bad	ruim
bad	bad
bad	mau
bad	má
attendance	atendimento
attendance	presenças
attendance	comparecimento
populated	povoadas
populated	povoada
nature	natureza
allowed	permitido
allowed	permitidos
allowed	permitidas
allowed	permitida
captain	capitã
captain	capitão
mount	monte
mount	mount
mount	montar
calculated	calculada
calculated	calculados
calculated	calculadas
calculated	calculado
structures	estruturas
hard	duro
hard	hard
hard	difícil
hard	dura
saying	dizendo
saying	ditado
manager	gerenciador
manager	gerente
manager	gestor
elections	eleição
elections	eleições
meet	conheçam
meet	conheça
meet	conhecer
box	box
box	caixa
lines	linhas
democratic	democrata
democratic	democrática
democratic	democrático
success	sucessos
success	êxito
success	sucesso
associated	associadas
associated	associada
associated	associados
associated	associado
singles	singles
singles	individuais
singles	solteiros
traditional	tradicional
traditional	tradicionais
rest	repouso
rest	descansa
rest	resto
rest	descansar
rest	descanse
rest	descanso
highway	highway
highway	rodovia
highway	autoestrada
highway	estrada
matter	matéria
particularly	particularmente
wide	wide
wide	ampla
wide	amplo
month	mês
care	cuidados
care	cuidado
care	care
admin	administrador
admin	administradora
cultural	cultural
cultural	culturais
commission	comissão
plan	plano
plan	plan
plan	planejar
practice	praticar
practice	prática
practice	pratique
practice	pratica
command	comando
command	comandar
nomination	nomeação
jersey	jersey
parties	festas
parties	partidos
michigan	michigan
anyone	alguém
overlaps	sobreposições
approximately	aproximadamente
master	mestre
master	master
noted	anotado
noted	notou
noted	observou
usa	eua
usa	usa
stop	parar
stop	pára
feature	característica
feature	funcionalidade
engine	motor
response	resposta
needed	precisei
needed	necessário
needed	necessária
needed	precisava
illinois	illinois
experience	experiência
experience	experiencia
experience	vivência
engineering	engenharia
silver	prateado
silver	silver
silver	prata
separate	separe
separate	separado
separate	separados
separate	separar
takes	leva
secretary	secretária
secretary	secretário
dutch	holandês
dutch	holandeses
dutch	neerlandês
dutch	dutch
lee	lee
recording	gravando
recording	gravação
prime	prime
rules	regras
uploaded	carregadas
uploaded	carregada
uploaded	carregados
uploaded	carregado
uploaded	carregou
trying	tentar
trying	tentando
youth	jovens
youth	juventude
scotland	escócia
iii	iii
houses	casas
heart	heart
heart	coração
room	sala
room	quarto
stone	stone
stone	pedra
stone	pedras
shown	mostrados
shown	mostrada
shown	mostrado
shown	exibido
deal	deal
drama	drama
drama	dramas
scores	pontuação
scores	pontuações
dead	morta
dead	morto
dead	mortos
dead	dead
key	chave
key	tecla
key	chaves
key	key
shot	shot
shot	tiro
shot	baleado
turn	vire
turn	turn
turn	vira
turn	virar
occupation	ocupação
occupation	profissão
scottish	escócia
scottish	escocês
scottish	escoceses
scottish	escocesa
scottish	scottish
executive	executivo
executive	executivos
executive	executiva
plant	plantar
plant	planta
plant	plant
plant	usina
promoted	promovido
promoted	promovidos
promoted	promovidas
promoted	promovida
villages	vilas
villages	aldeias
languages	linguas
languages	idiomas
languages	línguas
internet	internet
leave	deixe
leave	sair
leave	deixar
feel	feel
feel	sentir
feel	sente
feel	sinta
covered	coberto
covered	cobertas
covered	cobertos
covered	abrangidos
covered	abrangido
covered	coberta
merge	fusão
merge	fundir
merge	junção
merge	mesclar
merge	mesclagem
mostly	principalmente
numerous	numerosos
numerous	inúmeros
numerous	numerosas
ancient	antiga
ancient	antigo
ancient	antigos
ancient	antiguidade
ancient	ancião
attempt	tentativa
property	propriedade
property	imóvel
property	propriedades
programs	programas
picture	foto
picture	fotografia
picture	imagem
finally	enfim
finally	finalmente
ships	navios
ships	naves
fiction	ficção
fiction	fiction
looking	olhando
looking	procurando
looking	olhar
secondary	secundárias
secondary	secundária
secondary	secundário
secondary	secundários
nations	nações
majority	maioria
edward	eduardo
edward	edward
annual	anuais
annual	anual
digital	digitais
digital	digital
mission	missão
mission	missao
mission	mission
lived	viveu
lived	vivi
lived	morava
lived	vivia
lived	vivido
claim	reclamar
claim	reivindicar
claim	reivindicação
claim	alegação
seat	assento
bbc	bbc
profile	profile
profile	perfil
dance	dança
dance	dance
dance	dançar
prize	prémio
prize	premio
prize	prêmio
doing	fazendo
georgia	georgia
georgia	geórgia
port	porto
pacific	pacífico
pacific	pacifico
pacific	pacific
castle	castelo
pass	passe
pass	passar
pass	passa
pass	pass
transport	transportes
transport	transporte
organizations	organizações
ratio	rácio
ratio	proporção
recently	recentemente
fall	fall
fall	outono
fall	queda
global	global
global	globais
era	eei
wing	asa
wing	wing
opinion	opinião
opinion	parecer
commander	comandante
fort	forte
fort	fortaleza
fort	fort
effect	efeito
opening	abertura
opening	abrindo
opening	inauguração
purpose	finalidade
purpose	objetivo
purpose	objectivo
purpose	propósito
winter	inverno
genus	género
genus	gênero
congress	congresso
congress	congressos
activities	atividades
activities	actividades
met	met
met	conheceu
met	conheci
income	renda
income	rendimento
income	receitas
income	proveitos
income	rendimentos
massachusetts	massachusetts
peak	pico
peak	peak
lack	carência
lack	falta
bass	bass
bass	baixo
super	super
complex	complexas
complex	complexo
complex	complexos
complex	complexa
academic	acadêmica
academic	académico
academic	acadêmico
academic	académica
stars	estrelas
stars	stars
accounts	contabilidade
accounts	contas
appearance	aparição
appearance	aparência
appearance	aparecimento
asian	asiáticas
asian	asiática
asian	asiático
asian	asiáticos
asked	pediu
asked	perguntei
asked	perguntou
asked	perguntado
friends	friends
friends	amigos
friends	amigas
kind	gentil
kind	bondoso
kind	tipo
financial	financeiro
financial	financeira
entry	entrada
asia	ásia
sense	sentido
sense	senso
meaning	significando
meaning	significado
actress	atriz
actress	actriz
map	mapa
intended	pretendida
intended	destinados
intended	pretendido
intended	pretendia
bishop	bispo
boston	boston
rate	taxa
rate	classifique
literature	literatura
forest	floresta
forest	bosque
forest	florestas
forest	forest
voice	voice
voice	voz
jack	valete
jack	jack
pre	pre
pre	pré
justice	justiça
justice	justice
champion	campeão
champion	campeã
champion	champion
double	duplicar
double	dupla
double	duplo
double	dobro
polish	polonês
polish	polaco
polish	polonesa
numbers	numeros
numbers	números
columbia	colúmbia
columbia	columbia
columbia	colômbia
temple	temple
temple	templo
defeated	derrotou
defeated	derrotado
defeated	vencido
defeated	derrotada
defeated	derrotados
administration	administração
ended	terminou
ended	acabou
claims	alegações
claims	reclamações
claims	reivindicações
jones	jones
parish	paróquia
parish	freguesia
israel	israel
actors	actores
actors	atores
sister	sister
